district,sex_age_group__in_years_,all_sexes_overall,male_overall,female_overall,transgender_overall,all_sexes_rural,male_rural,female_rural,transgender_rural,all_sexes_urban,male_urban,female_urban,transgender_urban
DERA BUGTI,66,504,291,213,,351,206,145,,153,85,68,
DERA BUGTI,67,412,230,182,,257,153,104,,155,77,78,
DERA BUGTI,68,562,258,304,,392,190,202,,170,68,102,
DERA BUGTI,69,385,219,166,,260,159,101,,125,60,65,
DERA BUGTI,70,654,358,296,,504,283,221,,150,75,75,
DERA BUGTI,71,331,189,142,,219,136,83,,112,53,59,
DERA BUGTI,72,316,186,130,,209,128,81,,107,58,49,
DERA BUGTI,73,477,246,231,,341,187,154,,136,59,77,
DERA BUGTI,74,238,151,87,,177,121,56,,61,30,31,
DERA BUGTI,75 & ABOVE,1666,966,700,,1194,744,450,,472,222,250,
DUKI,ALL AGES,205044,107221,97775,48,195261,101940,93276,45,9783,5281,4499,3
DUKI,BELOW 1,2392,1159,1233,,2373,1152,1221,,19,7,12,
DUKI,01,5939,3063,2876,,5753,2949,2804,,186,114,72,
DUKI,02,8515,4399,4116,,8269,4285,3984,,246,114,132,
DUKI,03,8700,4560,4140,,8459,4440,4019,,241,120,121,
DUKI,04,9611,5012,4599,,9296,4862,4434,,315,150,165,
DUKI,05,7209,3688,3521,,7014,3602,3412,,195,86,109,
DUKI,06,6667,3409,3258,,6495,3325,3170,,172,84,88,
DUKI,07,6009,3175,2834,,5846,3099,2747,,163,76,87,
DUKI,08,6811,3273,3538,,6591,3175,3416,,220,98,122,
DUKI,09,5480,3129,2351,,5327,3047,2280,,153,82,71,
DUKI,10,5481,2775,2706,,5254,2667,2587,,227,108,119,
DUKI,11,5132,2686,2446,,4978,2610,2368,,154,76,78,
DUKI,12,5425,2751,2674,,5198,2626,2572,,227,125,102,
DUKI,13,4578,2420,2158,,4374,2319,2055,,204,101,103,
DUKI,14,4393,2352,2039,2,4225,2266,1957,2,168,86,82,
DUKI,15,4733,2431,2297,5,4452,2276,2171,5,281,155,126,
DUKI,16,4470,2400,2067,3,4258,2272,1983,3,212,128,84,
DUKI,17,3630,1928,1700,2,3444,1813,1629,2,186,115,71,
DUKI,18,4387,2352,2033,2,4153,2213,1938,2,234,139,95,
DUKI,19,3981,2104,1877,,3782,1980,1802,,199,124,75,
DUKI,20,4047,2058,1988,1,3767,1907,1859,1,280,151,129,
DUKI,21,3692,2020,1672,,3455,1885,1570,,237,135,102,
DUKI,22,3716,1861,1855,,3421,1735,1686,,295,126,169,
DUKI,23,4101,2104,1991,6,3851,1980,1865,6,250,124,126,
DUKI,24,3173,1547,1626,,2952,1424,1528,,221,123,98,
DUKI,25,3885,2084,1793,8,3561,1900,1653,8,324,184,140,
DUKI,26,3726,1780,1946,,3557,1700,1857,,169,80,89,
DUKI,27,2954,1449,1505,,2808,1378,1430,,146,71,75,
DUKI,28,3414,1758,1656,,3165,1617,1548,,249,141,108,
DUKI,29,3262,1562,1700,,3099,1477,1622,,163,85,78,
DUKI,30,2979,1540,1439,,2803,1438,1365,,176,102,74,
DUKI,31,2649,1233,1416,,2530,1177,1353,,119,56,63,
DUKI,32,3119,1493,1625,1,2941,1397,1543,1,178,96,82,
DUKI,33,2777,1405,1364,8,2624,1303,1313,8,153,102,51,
DUKI,34,2393,1152,1241,,2284,1095,1189,,109,57,52,
DUKI,35,2402,1315,1084,3,2258,1238,1019,1,144,77,65,2
DUKI,36,3072,1634,1437,1,2908,1545,1362,1,164,89,75,
DUKI,37,2173,1120,1052,1,2048,1055,993,,125,65,59,1
DUKI,38,2489,1396,1093,,2340,1319,1021,,149,77,72,
DUKI,39,2448,1346,1101,1,2326,1278,1047,1,122,68,54,
DUKI,40,2092,1162,929,1,1924,1059,864,1,168,103,65,
DUKI,41,1819,967,852,,1706,908,798,,113,59,54,
DUKI,42,1999,1024,974,1,1875,953,921,1,124,71,53,
DUKI,43,1351,756,595,,1276,716,560,,75,40,35,
DUKI,44,1593,878,715,,1493,817,676,,100,61,39,
DUKI,45,1596,940,656,,1430,843,587,,166,97,69,
DUKI,46,1311,722,589,,1219,675,544,,92,47,45,
DUKI,47,1070,581,489,,990,536,454,,80,45,35,
DUKI,48,1236,608,628,,1136,552,584,,100,56,44,
DUKI,49,1039,540,499,,963,502,461,,76,38,38,
DUKI,50,1152,676,476,,1038,598,440,,114,78,36,
DUKI,51,865,424,441,,792,382,410,,73,42,31,
DUKI,52,915,499,415,1,857,463,393,1,58,36,22,
DUKI,53,823,484,339,,773,450,323,,50,34,16,
DUKI,54,755,437,318,,694,399,295,,61,38,23,
DUKI,55,927,532,394,1,857,491,365,1,70,41,29,
DUKI,56,895,560,335,,846,528,318,,49,32,17,
DUKI,57,475,277,198,,445,257,188,,30,20,10,
DUKI,58,605,355,250,,569,332,237,,36,23,13,
DUKI,59,545,324,221,,514,303,211,,31,21,10,
DUKI,60,696,403,293,,649,374,275,,47,29,18,
DUKI,61,440,295,145,,413,275,138,,27,20,7,
DUKI,62,396,225,171,,369,208,161,,27,17,10,
DUKI,63,397,216,181,,375,199,176,,22,17,5,
DUKI,64,414,252,162,,392,237,155,,22,15,7,
DUKI,65,429,254,175,,401,238,163,,28,16,12,
DUKI,66,353,205,148,,332,195,137,,21,10,11,
DUKI,67,231,131,100,,218,126,92,,13,5,8,
DUKI,68,241,125,116,,229,119,110,,12,6,6,
DUKI,69,181,102,79,,168,99,69,,13,3,10,
DUKI,70,391,234,157,,373,223,150,,18,11,7,
DUKI,71,210,123,87,,201,119,82,,9,4,5,
DUKI,72,181,102,79,,171,95,76,,10,7,3,
DUKI,73,169,107,62,,160,104,56,,9,3,6,
DUKI,74,144,96,48,,133,87,46,,11,9,2,
DUKI,75 & ABOVE,1094,682,412,,1041,652,389,,53,30,23,
GWADAR,ALL AGES,302831,159626,143174,31,146125,76472,69639,14,156706,83154,73535,17
GWADAR,BELOW 1,6522,3510,3012,,4065,2179,1886,,2457,1331,1126,
GWADAR,01,8033,4317,3716,,3822,2023,1799,,4211,2294,1917,
GWADAR,02,9823,5274,4549,,5064,2648,2416,,4759,2626,2133,
GWADAR,03,10496,5516,4980,,5265,2654,2611,,5231,2862,2369,
GWADAR,04,11264,5967,5297,,5784,2980,2804,,5480,2987,2493,
GWADAR,05,9026,4695,4331,,4707,2419,2288,,4319,2276,2043,
GWADAR,06,8580,4477,4103,,4508,2359,2149,,4072,2118,1954,
GWADAR,07,8701,4651,4050,,4472,2324,2148,,4229,2327,1902,
GWADAR,08,9331,4764,4567,,5063,2589,2474,,4268,2175,2093,
GWADAR,09,7019,4018,3001,,3562,2055,1507,,3457,1963,1494,
GWADAR,10,8824,4874,3950,,4771,2605,2166,,4053,2269,1784,
GWADAR,11,7928,4188,3740,,4120,2190,1930,,3808,1998,1810,
GWADAR,12,8277,4616,3661,,4376,2454,1922,,3901,2162,1739,
GWADAR,13,8161,4481,3680,,4234,2346,1888,,3927,2135,1792,
GWADAR,14,8005,4342,3661,2,4214,2340,1872,2,3791,2002,1789,
GWADAR,15,8037,4413,3621,3,4183,2307,1875,1,3854,2106,1746,2
GWADAR,16,7601,4259,3341,1,3926,2267,1659,,3675,1992,1682,1
GWADAR,17,7386,4105,3280,1,3641,2049,1591,1,3745,2056,1689,
GWADAR,18,6848,3683,3164,1,3334,1742,1591,1,3514,1941,1573,
GWADAR,19,5845,3020,2823,2,2655,1406,1248,1,3190,1614,1575,1
GWADAR,20,6261,3176,3083,2,3026,1547,1478,1,3235,1629,1605,1
GWADAR,21,5474,2799,2674,1,2433,1266,1166,1,3041,1533,1508,
GWADAR,22,5077,2382,2695,,2293,1107,1186,,2784,1275,1509,
GWADAR,23,4695,2277,2418,,2068,984,1084,,2627,1293,1334,
GWADAR,24,5180,2526,2654,,2246,1104,1142,,2934,1422,1512,
GWADAR,25,5294,2723,2570,1,2492,1297,1194,1,2802,1426,1376,
GWADAR,26,4999,2438,2560,1,2136,1055,1080,1,2863,1383,1480,
GWADAR,27,4462,2308,2154,,1865,976,889,,2597,1332,1265,
GWADAR,28,4307,2146,2160,1,1795,858,937,,2512,1288,1223,1
GWADAR,29,3881,1936,1944,1,1572,789,782,1,2309,1147,1162,
GWADAR,30,4077,2031,2046,,1846,920,926,,2231,1111,1120,
GWADAR,31,3581,1785,1795,1,1490,735,755,,2091,1050,1040,1
GWADAR,32,3335,1578,1755,2,1385,647,736,2,1950,931,1019,
GWADAR,33,3518,1650,1868,,1495,677,818,,2023,973,1050,
GWADAR,34,3434,1636,1798,,1438,646,792,,1996,990,1006,
GWADAR,35,3521,1810,1711,,1579,781,798,,1942,1029,913,
GWADAR,36,3175,1485,1690,,1240,568,672,,1935,917,1018,
GWADAR,37,3457,1796,1661,,1445,709,736,,2012,1087,925,
GWADAR,38,3385,1739,1646,,1440,700,740,,1945,1039,906,
GWADAR,39,3191,1659,1532,,1253,614,639,,1938,1045,893,
GWADAR,40,3134,1645,1487,2,1433,717,716,,1701,928,771,2
GWADAR,41,3014,1516,1498,,1431,685,746,,1583,831,752,
GWADAR,42,2578,1351,1226,1,1195,580,615,,1383,771,611,1
GWADAR,43,3081,1554,1527,,1450,723,727,,1631,831,800,
GWADAR,44,2423,1296,1127,,1002,512,490,,1421,784,637,
GWADAR,45,2405,1302,1102,1,1122,585,537,,1283,717,565,1
GWADAR,46,2160,1173,987,,907,462,445,,1253,711,542,
GWADAR,47,1927,1088,839,,836,452,384,,1091,636,455,
GWADAR,48,2261,1258,1003,,996,567,429,,1265,691,574,
GWADAR,49,1942,1006,935,1,796,401,395,,1146,605,540,1
GWADAR,50,1804,956,847,1,868,454,413,1,936,502,434,
GWADAR,51,1732,943,789,,743,397,346,,989,546,443,
GWADAR,52,1412,805,607,,597,326,271,,815,479,336,
GWADAR,53,1806,939,867,,778,404,374,,1028,535,493,
GWADAR,54,1544,837,707,,627,321,306,,917,516,401,
GWADAR,55,1273,699,574,,564,302,262,,709,397,312,
GWADAR,56,1193,642,551,,507,274,233,,686,368,318,
GWADAR,57,1063,658,405,,448,275,173,,615,383,232,
GWADAR,58,1240,697,541,2,561,307,254,,679,390,287,2
GWADAR,59,1028,607,421,,395,233,162,,633,374,259,
GWADAR,60,1260,709,550,1,577,327,250,,683,382,300,1
GWADAR,61,947,542,405,,393,217,176,,554,325,229,
GWADAR,62,815,479,336,,367,215,152,,448,264,184,
GWADAR,63,963,510,452,1,415,214,201,,548,296,251,1
GWADAR,64,942,519,423,,379,216,163,,563,303,260,
GWADAR,65,990,551,439,,458,250,208,,532,301,231,
GWADAR,66,697,344,353,,267,132,135,,430,212,218,
GWADAR,67,581,329,252,,243,133,110,,338,196,142,
GWADAR,68,629,336,293,,297,151,146,,332,185,147,
GWADAR,69,640,330,309,1,292,142,150,,348,188,159,1
GWADAR,70,870,492,378,,453,245,208,,417,247,170,
GWADAR,71,562,294,268,,253,136,117,,309,158,151,
GWADAR,72,325,179,146,,156,82,74,,169,97,72,
GWADAR,73,409,216,193,,212,115,97,,197,101,96,
GWADAR,74,456,241,215,,240,127,113,,216,114,102,
GWADAR,75 & ABOVE,2714,1533,1181,,1564,877,687,,1150,656,494,
HARNAI,ALL AGES,127571,67362,60205,4,94138,48654,45481,3,33433,18708,14724,1
HARNAI,BELOW 1,4455,2333,2122,,3495,1751,1744,,960,582,378,
HARNAI,01,5787,3199,2588,,4028,2126,1902,,1759,1073,686,
HARNAI,02,6768,3586,3182,,4739,2372,2367,,2029,1214,815,
HARNAI,03,7129,3860,3269,,4992,2604,2388,,2137,1256,881,
HARNAI,04,7342,3845,3497,,5499,2794,2705,,1843,1051,792,
HARNAI,05,4849,2526,2323,,3599,1844,1755,,1250,682,568,
HARNAI,06,5313,2724,2589,,3996,1994,2002,,1317,730,587,
HARNAI,07,4499,2357,2142,,3433,1743,1690,,1066,614,452,
HARNAI,08,4945,2515,2430,,3796,1890,1906,,1149,625,524,
HARNAI,09,3912,2177,1735,,2878,1543,1335,,1034,634,400,
HARNAI,10,4134,2215,1919,,3253,1713,1540,,881,502,379,
HARNAI,11,3512,1800,1712,,2688,1356,1332,,824,444,380,
HARNAI,12,3631,1962,1669,,2777,1479,1298,,854,483,371,
HARNAI,13,3092,1650,1442,,2345,1219,1126,,747,431,316,
HARNAI,14,3012,1600,1411,1,2378,1239,1138,1,634,361,273,
HARNAI,15,2740,1482,1258,,2072,1122,950,,668,360,308,
HARNAI,16,2748,1486,1262,,2070,1098,972,,678,388,290,
HARNAI,17,2105,1142,962,1,1579,837,742,,526,305,220,1
HARNAI,18,2059,1128,931,,1576,863,713,,483,265,218,
HARNAI,19,1783,937,846,,1312,668,644,,471,269,202,
HARNAI,20,1923,1005,917,1,1369,708,660,1,554,297,257,
HARNAI,21,1655,847,808,,1146,571,575,,509,276,233,
HARNAI,22,1667,866,801,,1109,568,541,,558,298,260,
HARNAI,23,1474,780,694,,1076,580,496,,398,200,198,
HARNAI,24,1534,779,755,,1089,559,530,,445,220,225,
HARNAI,25,1365,733,632,,962,517,445,,403,216,187,
HARNAI,26,1383,692,691,,959,473,486,,424,219,205,
HARNAI,27,1314,718,596,,902,498,404,,412,220,192,
HARNAI,28,1294,699,595,,892,477,415,,402,222,180,
HARNAI,29,1307,681,626,,880,461,419,,427,220,207,
HARNAI,30,1332,725,607,,995,540,455,,337,185,152,
HARNAI,31,1271,580,691,,914,412,502,,357,168,189,
HARNAI,32,1367,644,723,,917,446,471,,450,198,252,
HARNAI,33,1259,582,677,,937,434,503,,322,148,174,
HARNAI,34,1137,520,617,,813,359,454,,324,161,163,
HARNAI,35,1129,559,570,,829,412,417,,300,147,153,
HARNAI,36,1238,643,595,,897,447,450,,341,196,145,
HARNAI,37,1140,571,569,,837,409,428,,303,162,141,
HARNAI,38,1136,572,564,,816,405,411,,320,167,153,
HARNAI,39,1017,533,484,,726,374,352,,291,159,132,
HARNAI,40,1065,570,495,,782,406,376,,283,164,119,
HARNAI,41,975,524,451,,720,380,340,,255,144,111,
HARNAI,42,855,458,397,,563,301,262,,292,157,135,
HARNAI,43,941,518,423,,726,412,314,,215,106,109,
HARNAI,44,875,495,380,,651,356,295,,224,139,85,
HARNAI,45,732,369,362,1,540,269,270,1,192,100,92,
HARNAI,46,628,346,282,,454,243,211,,174,103,71,
HARNAI,47,682,377,305,,496,270,226,,186,107,79,
HARNAI,48,676,335,341,,521,251,270,,155,84,71,
HARNAI,49,498,262,236,,366,187,179,,132,75,57,
HARNAI,50,622,362,260,,485,278,207,,137,84,53,
HARNAI,51,568,304,264,,440,228,212,,128,76,52,
HARNAI,52,545,295,250,,386,208,178,,159,87,72,
HARNAI,53,597,279,318,,457,219,238,,140,60,80,
HARNAI,54,460,258,202,,336,188,148,,124,70,54,
HARNAI,55,480,235,245,,374,184,190,,106,51,55,
HARNAI,56,380,208,172,,279,148,131,,101,60,41,
HARNAI,57,354,203,151,,257,152,105,,97,51,46,
HARNAI,58,366,197,169,,288,153,135,,78,44,34,
HARNAI,59,301,180,121,,228,143,85,,73,37,36,
HARNAI,60,483,281,202,,357,203,154,,126,78,48,
HARNAI,61,268,153,115,,217,124,93,,51,29,22,
HARNAI,62,257,146,111,,180,103,77,,77,43,34,
HARNAI,63,301,148,153,,241,123,118,,60,25,35,
HARNAI,64,287,168,119,,217,123,94,,70,45,25,
HARNAI,65,298,167,131,,235,132,103,,63,35,28,
HARNAI,66,243,145,98,,184,107,77,,59,38,21,
HARNAI,67,220,130,90,,161,95,66,,59,35,24,
HARNAI,68,194,96,98,,158,76,82,,36,20,16,
HARNAI,69,151,77,74,,109,53,56,,42,24,18,
HARNAI,70,267,143,124,,203,105,98,,64,38,26,
HARNAI,71,139,70,69,,108,55,53,,31,15,16,
HARNAI,72,145,82,63,,104,60,44,,41,22,19,
HARNAI,73,115,61,54,,91,48,43,,24,13,11,
HARNAI,74,110,70,40,,89,57,32,,21,13,8,
HARNAI,75 & ABOVE,736,397,339,,565,309,256,,171,88,83,
JAFFARABAD,ALL AGES,594558,301370,293177,11,431165,218419,212743,3,163393,82951,80434,8
JAFFARABAD,BELOW 1,13178,6606,6572,,10069,4975,5094,,3109,1631,1478,
JAFFARABAD,01,20892,10417,10475,,15257,7531,7726,,5635,2886,2749,
JAFFARABAD,02,25495,12827,12668,,19024,9540,9484,,6471,3287,3184,
JAFFARABAD,03,29192,14701,14491,,21484,10700,10784,,7708,4001,3707,
JAFFARABAD,04,29880,15469,14411,,22162,11442,10720,,7718,4027,3691,
JAFFARABAD,05,23811,12001,11810,,18296,9265,9031,,5515,2736,2779,
JAFFARABAD,06,22282,11343,10939,,17201,8844,8357,,5081,2499,2582,
JAFFARABAD,07,22015,11154,10861,,16565,8442,8123,,5450,2712,2738,
JAFFARABAD,08,22381,10720,11661,,17160,8232,8928,,5221,2488,2733,
JAFFARABAD,09,15785,8718,7067,,11533,6365,5168,,4252,2353,1899,
JAFFARABAD,10,18745,9488,9257,,14142,7167,6975,,4603,2321,2282,
JAFFARABAD,11,15464,7917,7547,,11092,5708,5384,,4372,2209,2163,
JAFFARABAD,12,17395,9011,8384,,12752,6657,6095,,4643,2354,2289,
JAFFARABAD,13,14458,7334,7124,,10117,5103,5014,,4341,2231,2110,
JAFFARABAD,14,14967,7754,7212,1,10655,5522,5132,1,4312,2232,2080,
JAFFARABAD,15,13512,6803,6709,,9434,4779,4655,,4078,2024,2054,
JAFFARABAD,16,13985,7430,6555,,9807,5199,4608,,4178,2231,1947,
JAFFARABAD,17,10934,5774,5159,1,7360,3864,3496,,3574,1910,1663,1
JAFFARABAD,18,12916,6718,6198,,9265,4826,4439,,3651,1892,1759,
JAFFARABAD,19,10442,5381,5060,1,7188,3676,3511,1,3254,1705,1549,
JAFFARABAD,20,10937,5393,5543,1,7839,3845,3993,1,3098,1548,1550,
JAFFARABAD,21,9754,4857,4897,,6763,3373,3390,,2991,1484,1507,
JAFFARABAD,22,9695,4817,4878,,6706,3329,3377,,2989,1488,1501,
JAFFARABAD,23,8739,4330,4409,,6146,3046,3100,,2593,1284,1309,
JAFFARABAD,24,8693,4509,4184,,6053,3126,2927,,2640,1383,1257,
JAFFARABAD,25,7766,3831,3935,,5626,2782,2844,,2140,1049,1091,
JAFFARABAD,26,7333,3723,3609,1,5059,2607,2452,,2274,1116,1157,1
JAFFARABAD,27,6540,3414,3126,,4465,2323,2142,,2075,1091,984,
JAFFARABAD,28,6332,3092,3240,,4383,2108,2275,,1949,984,965,
JAFFARABAD,29,5952,3030,2922,,4036,2065,1971,,1916,965,951,
JAFFARABAD,30,5731,2781,2950,,4087,1959,2128,,1644,822,822,
JAFFARABAD,31,6088,3034,3054,,4233,2097,2136,,1855,937,918,
JAFFARABAD,32,5467,2609,2858,,3667,1703,1964,,1800,906,894,
JAFFARABAD,33,6580,3234,3346,,4770,2350,2420,,1810,884,926,
JAFFARABAD,34,5737,2785,2952,,4028,1980,2048,,1709,805,904,
JAFFARABAD,35,5505,2749,2755,1,3969,1979,1990,,1536,770,765,1
JAFFARABAD,36,5277,2503,2774,,3668,1716,1952,,1609,787,822,
JAFFARABAD,37,5429,2733,2696,,3832,1907,1925,,1597,826,771,
JAFFARABAD,38,6070,2878,3190,2,4333,2015,2318,,1737,863,872,2
JAFFARABAD,39,5052,2539,2513,,3604,1791,1813,,1448,748,700,
JAFFARABAD,40,4734,2317,2417,,3393,1652,1741,,1341,665,676,
JAFFARABAD,41,5680,2832,2848,,4090,2069,2021,,1590,763,827,
JAFFARABAD,42,4889,2455,2434,,3323,1679,1644,,1566,776,790,
JAFFARABAD,43,6890,3515,3375,,5212,2701,2511,,1678,814,864,
JAFFARABAD,44,4330,2323,2006,1,3007,1626,1381,,1323,697,625,1
JAFFARABAD,45,3847,2126,1721,,2772,1538,1234,,1075,588,487,
JAFFARABAD,46,3595,1993,1602,,2542,1423,1119,,1053,570,483,
JAFFARABAD,47,3443,1897,1546,,2452,1355,1097,,991,542,449,
JAFFARABAD,48,3802,1924,1878,,2721,1397,1324,,1081,527,554,
JAFFARABAD,49,2584,1357,1227,,1780,939,841,,804,418,386,
JAFFARABAD,50,2493,1244,1249,,1754,847,907,,739,397,342,
JAFFARABAD,51,2748,1249,1499,,1994,899,1095,,754,350,404,
JAFFARABAD,52,2585,1281,1304,,1750,873,877,,835,408,427,
JAFFARABAD,53,3862,1868,1994,,2902,1417,1485,,960,451,509,
JAFFARABAD,54,2306,1235,1071,,1587,848,739,,719,387,332,
JAFFARABAD,55,2139,1091,1048,,1535,787,748,,604,304,300,
JAFFARABAD,56,1852,972,880,,1301,666,635,,551,306,245,
JAFFARABAD,57,1884,961,923,,1340,678,662,,544,283,261,
JAFFARABAD,58,2281,1221,1059,1,1688,910,778,,593,311,281,1
JAFFARABAD,59,1588,914,674,,1127,650,477,,461,264,197,
JAFFARABAD,60,1735,871,864,,1263,637,626,,472,234,238,
JAFFARABAD,61,1532,813,719,,1112,580,532,,420,233,187,
JAFFARABAD,62,1333,645,688,,936,444,492,,397,201,196,
JAFFARABAD,63,2250,1017,1233,,1703,785,918,,547,232,315,
JAFFARABAD,64,1247,658,589,,874,480,394,,373,178,195,
JAFFARABAD,65,1333,735,598,,944,517,427,,389,218,171,
JAFFARABAD,66,947,479,468,,654,342,312,,293,137,156,
JAFFARABAD,67,974,480,494,,703,341,362,,271,139,132,
JAFFARABAD,68,1221,525,696,,914,395,519,,307,130,177,
JAFFARABAD,69,797,439,358,,566,321,245,,231,118,113,
JAFFARABAD,70,994,518,476,,745,388,357,,249,130,119,
JAFFARABAD,71,760,379,381,,559,291,268,,201,88,113,
JAFFARABAD,72,673,339,334,,475,258,217,,198,81,117,
JAFFARABAD,73,987,386,601,,776,302,474,,211,84,127,
JAFFARABAD,74,487,257,230,,350,193,157,,137,64,73,
JAFFARABAD,75 & ABOVE,3350,1647,1702,1,2491,1253,1238,,859,394,464,1
JHAL MAGSI,ALL AGES,203368,103422,99933,13,179238,91912,87315,11,24130,11510,12618,2
JHAL MAGSI,BELOW 1,3456,1747,1709,,2975,1523,1452,,481,224,257,
JHAL MAGSI,01,6415,3261,3154,,5803,2974,2829,,612,287,325,
JHAL MAGSI,02,7874,3958,3916,,6967,3512,3455,,907,446,461,
JHAL MAGSI,03,8827,4455,4372,,7940,4038,3902,,887,417,470,
JHAL MAGSI,04,9470,4825,4645,,8516,4353,4163,,954,472,482,
JHAL MAGSI,05,8076,4049,4027,,7187,3643,3544,,889,406,483,
JHAL MAGSI,06,8278,4204,4074,,7439,3774,3665,,839,430,409,
JHAL MAGSI,07,7822,4001,3821,,7055,3651,3404,,767,350,417,
JHAL MAGSI,08,7797,3754,4043,,7117,3443,3674,,680,311,369,
JHAL MAGSI,09,5661,3116,2545,,5132,2844,2288,,529,272,257,
JHAL MAGSI,10,6811,3457,3354,,6233,3184,3049,,578,273,305,
JHAL MAGSI,11,5475,2826,2649,,4923,2566,2357,,552,260,292,
JHAL MAGSI,12,6214,3115,3099,,5578,2856,2722,,636,259,377,
JHAL MAGSI,13,5087,2652,2435,,4544,2395,2149,,543,257,286,
JHAL MAGSI,14,5236,2733,2503,,4670,2467,2203,,566,266,300,
JHAL MAGSI,15,4954,2582,2371,1,4377,2334,2042,1,577,248,329,
JHAL MAGSI,16,4857,2562,2294,1,4284,2320,1963,1,573,242,331,
JHAL MAGSI,17,4079,2149,1930,,3587,1918,1669,,492,231,261,
JHAL MAGSI,18,4360,2276,2083,1,3800,2037,1762,1,560,239,321,
JHAL MAGSI,19,3705,1926,1777,2,3144,1677,1465,2,561,249,312,
JHAL MAGSI,20,4039,2059,1980,,3524,1834,1690,,515,225,290,
JHAL MAGSI,21,3353,1667,1683,3,2826,1429,1394,3,527,238,289,
JHAL MAGSI,22,3405,1693,1711,1,2940,1473,1466,1,465,220,245,
JHAL MAGSI,23,2951,1494,1456,1,2507,1296,1210,1,444,198,246,
JHAL MAGSI,24,2790,1385,1405,,2369,1190,1179,,421,195,226,
JHAL MAGSI,25,2857,1494,1363,,2443,1295,1148,,414,199,215,
JHAL MAGSI,26,2629,1302,1327,,2223,1124,1099,,406,178,228,
JHAL MAGSI,27,2317,1172,1145,,1973,1011,962,,344,161,183,
JHAL MAGSI,28,2432,1167,1265,,2001,971,1030,,431,196,235,
JHAL MAGSI,29,2135,1028,1107,,1763,849,914,,372,179,193,
JHAL MAGSI,30,2141,1124,1017,,1853,960,893,,288,164,124,
JHAL MAGSI,31,1885,877,1008,,1591,735,856,,294,142,152,
JHAL MAGSI,32,1731,852,879,,1434,695,739,,297,157,140,
JHAL MAGSI,33,2020,939,1081,,1756,814,942,,264,125,139,
JHAL MAGSI,34,1995,979,1016,,1708,819,889,,287,160,127,
JHAL MAGSI,35,2092,1074,1018,,1839,943,896,,253,131,122,
JHAL MAGSI,36,1965,877,1088,,1675,738,937,,290,139,151,
JHAL MAGSI,37,1969,1009,960,,1727,886,841,,242,123,119,
JHAL MAGSI,38,1851,880,970,1,1629,770,858,1,222,110,112,
JHAL MAGSI,39,1736,826,910,,1512,719,793,,224,107,117,
JHAL MAGSI,40,1878,882,995,1,1668,784,884,,210,98,111,1
JHAL MAGSI,41,1635,770,865,,1432,673,759,,203,97,106,
JHAL MAGSI,42,1767,838,929,,1550,728,822,,217,110,107,
JHAL MAGSI,43,1685,901,783,1,1497,815,682,,188,86,101,1
JHAL MAGSI,44,1524,776,748,,1326,674,652,,198,102,96,
JHAL MAGSI,45,1461,768,693,,1300,680,620,,161,88,73,
JHAL MAGSI,46,1385,703,682,,1215,626,589,,170,77,93,
JHAL MAGSI,47,1309,697,612,,1156,620,536,,153,77,76,
JHAL MAGSI,48,1342,714,628,,1181,639,542,,161,75,86,
JHAL MAGSI,49,1117,551,566,,948,466,482,,169,85,84,
JHAL MAGSI,50,1188,607,581,,1028,526,502,,160,81,79,
JHAL MAGSI,51,1044,495,549,,894,417,477,,150,78,72,
JHAL MAGSI,52,1017,532,485,,861,445,416,,156,87,69,
JHAL MAGSI,53,1069,567,502,,945,509,436,,124,58,66,
JHAL MAGSI,54,882,478,404,,755,410,345,,127,68,59,
JHAL MAGSI,55,921,497,424,,764,400,364,,157,97,60,
JHAL MAGSI,56,735,381,354,,604,313,291,,131,68,63,
JHAL MAGSI,57,599,313,286,,504,263,241,,95,50,45,
