name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
PUNJAB,,PROVINCE,Population,127333305,65291680,62041625,75620438,38584696,37035742,51712867,26706984,25005883
PUNJAB,,PROVINCE,Disability,4487038,2488776,1998262,2787830,1533173,1254657,1699208,955603,743605
PUNJAB,,PROVINCE,Functional limitation,13507697,7142499,6365198,8068689,4248166,3820523,5439008,2894333,2544675
PUNJAB,,PROVINCE,Seeing,2463045,1301675,1161370,1485931,782564,703367,977114,519111,458003
PUNJAB,,PROVINCE,Hearing,2759390,1452948,1306442,1648719,865624,783095,1110671,587324,523347
PUNJAB,,PROVINCE,Walking/ Climbing,4337871,2329378,2008493,2599348,1391622,1207726,1738523,937756,800767
PUNJAB,,PROVINCE,Communication,1511716,830546,681170,925230,507867,417363,586486,322679,263807
PUNJAB,,PROVINCE,Memorization/ Focus,2037298,1092268,945030,1230806,657394,573412,806492,434874,371618
PUNJAB,,PROVINCE,Self care etc,1548468,810486,737982,914429,474143,440286,634039,336343,297696
ATTOCK,ATTOCK,DISTRICT,Population,2133005,1071774,1061231,1546356,775757,770599,586649,296017,290632
ATTOCK,ATTOCK,DISTRICT,Disability,91912,49319,42593,70933,37665,33268,20979,11654,9325
ATTOCK,ATTOCK,DISTRICT,Functional limitation,220659,106155,114504,167087,79891,87196,53572,26264,27308
ATTOCK,ATTOCK,DISTRICT,Seeing,41161,19794,21367,31034,14990,16044,10127,4804,5323
ATTOCK,ATTOCK,DISTRICT,Hearing,43115,20354,22761,32349,15282,17067,10766,5072,5694
ATTOCK,ATTOCK,DISTRICT,Walking/ Climbing,74888,37106,37782,56150,27675,28475,18738,9431,9307
ATTOCK,ATTOCK,DISTRICT,Communication,26930,13789,13141,20561,10441,10120,6369,3348,3021
ATTOCK,ATTOCK,DISTRICT,Memorization/ Focus,34328,17069,17259,25932,12744,13188,8396,4325,4071
ATTOCK,ATTOCK,DISTRICT,Self care etc,25066,11936,13130,19102,8937,10165,5964,2999,2965
ATTOCK,ATTOCK,TEHSIL,Population,479094,241734,237360,226155,114313,111842,252939,127421,125518
ATTOCK,ATTOCK,TEHSIL,Disability,20861,11504,9357,11290,6249,5041,9571,5255,4316
ATTOCK,ATTOCK,TEHSIL,Functional limitation,46794,23105,23689,23774,11817,11957,23020,11288,11732
ATTOCK,ATTOCK,TEHSIL,Seeing,8504,4186,4318,4288,2131,2157,4216,2055,2161
ATTOCK,ATTOCK,TEHSIL,Hearing,8841,4266,4575,4308,2103,2205,4533,2163,2370
ATTOCK,ATTOCK,TEHSIL,Walking/ Climbing,16587,8431,8156,8365,4303,4062,8222,4128,4094
ATTOCK,ATTOCK,TEHSIL,Communication,5724,3047,2677,2844,1546,1298,2880,1501,1379
ATTOCK,ATTOCK,TEHSIL,Memorization/ Focus,7252,3699,3553,3509,1803,1706,3743,1896,1847
ATTOCK,ATTOCK,TEHSIL,Self care etc,5401,2651,2750,2745,1354,1391,2656,1297,1359
FATEH JANG,ATTOCK,TEHSIL,Population,374726,189300,185426,293405,148268,145137,81321,41032,40289
FATEH JANG,ATTOCK,TEHSIL,Disability,16068,8772,7296,13596,7411,6185,2472,1361,1111
FATEH JANG,ATTOCK,TEHSIL,Functional limitation,39580,19227,20353,32532,15810,16722,7048,3417,3631
FATEH JANG,ATTOCK,TEHSIL,Seeing,7381,3577,3804,5666,2730,2936,1715,847,868
FATEH JANG,ATTOCK,TEHSIL,Hearing,7564,3581,3983,6226,2953,3273,1338,628,710
FATEH JANG,ATTOCK,TEHSIL,Walking/ Climbing,13814,6895,6919,11278,5625,5653,2536,1270,1266
FATEH JANG,ATTOCK,TEHSIL,Communication,4895,2513,2382,4015,2075,1940,880,438,442
FATEH JANG,ATTOCK,TEHSIL,Memorization/ Focus,6081,3042,3039,4960,2503,2457,1121,539,582
FATEH JANG,ATTOCK,TEHSIL,Self care etc,4449,2142,2307,3782,1831,1951,667,311,356
HASAN ABDAL,ATTOCK,TEHSIL,Population,253435,128996,124439,184082,93490,90592,69353,35506,33847
HASAN ABDAL,ATTOCK,TEHSIL,Disability,16366,8982,7384,13194,7107,6087,3172,1875,1297
HASAN ABDAL,ATTOCK,TEHSIL,Functional limitation,29979,15147,14832,23198,11607,11591,6781,3540,3241
HASAN ABDAL,ATTOCK,TEHSIL,Seeing,5568,2735,2833,4458,2297,2161,1110,438,672
HASAN ABDAL,ATTOCK,TEHSIL,Hearing,6184,2982,3202,4686,2319,2367,1498,663,835
HASAN ABDAL,ATTOCK,TEHSIL,Walking/ Climbing,7480,3787,3693,5533,2726,2807,1947,1061,886
HASAN ABDAL,ATTOCK,TEHSIL,Communication,3977,2204,1773,3205,1763,1442,772,441,331
HASAN ABDAL,ATTOCK,TEHSIL,Memorization/ Focus,4763,2609,2154,3714,1955,1759,1049,654,395
HASAN ABDAL,ATTOCK,TEHSIL,Self care etc,3990,2023,1967,3194,1515,1679,796,508,288
HAZRO,ATTOCK,TEHSIL,Population,386544,195019,191525,323572,163258,160314,62972,31761,31211
HAZRO,ATTOCK,TEHSIL,Disability,13853,7606,6247,12117,6655,5462,1736,951,785
HAZRO,ATTOCK,TEHSIL,Functional limitation,36135,17570,18565,30644,14955,15689,5491,2615,2876
HAZRO,ATTOCK,TEHSIL,Seeing,7098,3440,3658,6089,2961,3128,1009,479,530
HAZRO,ATTOCK,TEHSIL,Hearing,7008,3310,3698,5887,2786,3101,1121,524,597
HAZRO,ATTOCK,TEHSIL,Walking/ Climbing,13015,6511,6504,11040,5530,5510,1975,981,994
HAZRO,ATTOCK,TEHSIL,Communication,4175,2164,2011,3591,1862,1729,584,302,282
HAZRO,ATTOCK,TEHSIL,Memorization/ Focus,5575,2779,2796,4751,2382,2369,824,397,427
HAZRO,ATTOCK,TEHSIL,Self care etc,3927,1880,2047,3317,1588,1729,610,292,318
JAND,ATTOCK,TEHSIL,Population,330328,162889,167439,274074,135161,138913,56254,27728,28526
JAND,ATTOCK,TEHSIL,Disability,13222,6940,6282,10913,5710,5203,2309,1230,1079
JAND,ATTOCK,TEHSIL,Functional limitation,35845,16580,19265,30199,13903,16296,5646,2677,2969
JAND,ATTOCK,TEHSIL,Seeing,6844,3128,3716,5831,2658,3173,1013,470,543
JAND,ATTOCK,TEHSIL,Hearing,7180,3298,3882,6095,2772,3323,1085,526,559
JAND,ATTOCK,TEHSIL,Walking/ Climbing,12933,6145,6788,10887,5161,5726,2046,984,1062
JAND,ATTOCK,TEHSIL,Communication,4121,2090,2031,3453,1740,1713,668,350,318
JAND,ATTOCK,TEHSIL,Memorization/ Focus,5464,2659,2805,4603,2222,2381,861,437,424
JAND,ATTOCK,TEHSIL,Self care etc,3767,1713,2054,3140,1419,1721,627,294,333
PINDI GHEB,ATTOCK,TEHSIL,Population,308878,153836,155042,245068,121267,123801,63810,32569,31241
PINDI GHEB,ATTOCK,TEHSIL,Disability,11542,5515,6027,9823,4533,5290,1719,982,737
PINDI GHEB,ATTOCK,TEHSIL,Functional limitation,32326,14526,17800,26740,11799,14941,5586,2727,2859
PINDI GHEB,ATTOCK,TEHSIL,Seeing,5766,2728,3038,4702,2213,2489,1064,515,549
PINDI GHEB,ATTOCK,TEHSIL,Hearing,6338,2917,3421,5147,2349,2798,1191,568,623
PINDI GHEB,ATTOCK,TEHSIL,Walking/ Climbing,11059,5337,5722,9047,4330,4717,2012,1007,1005
PINDI GHEB,ATTOCK,TEHSIL,Communication,4038,1771,2267,3453,1455,1998,585,316,269
PINDI GHEB,ATTOCK,TEHSIL,Memorization/ Focus,5193,2281,2912,4395,1879,2516,798,402,396
PINDI GHEB,ATTOCK,TEHSIL,Self care etc,3532,1527,2005,2924,1230,1694,608,297,311
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Population,3544911,1843258,1701653,2571296,1337050,1234246,973615,506208,467407
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Disability,148459,78310,70149,109352,58127,51225,39107,20183,18924
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Functional limitation,341006,178141,162865,249185,130575,118610,91821,47566,44255
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Seeing,61733,32465,29268,45616,24033,21583,16117,8432,7685
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Hearing,66741,35151,31590,49379,26056,23323,17362,9095,8267
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Walking/ Climbing,116775,61814,54961,84868,44993,39875,31907,16821,15086
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Communication,42506,23261,19245,30786,16871,13915,11720,6390,5330
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Memorization/ Focus,52563,27951,24612,38289,20432,17857,14274,7519,6755
BAHAWALNAGAR,BAHAWALNAGAR,DISTRICT,Self care etc,38923,19886,19037,28272,14633,13639,10651,5253,5398
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Population,973483,507908,465575,692476,361273,331203,281007,146635,134372
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Disability,38885,20634,18251,26028,13982,12046,12857,6652,6205
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Functional limitation,89795,46817,42978,61769,32366,29403,28026,14451,13575
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Seeing,16701,8657,8044,11885,6161,5724,4816,2496,2320
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Hearing,17164,8963,8201,12058,6323,5735,5106,2640,2466
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Walking/ Climbing,32922,17402,15520,22949,12173,10776,9973,5229,4744
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Communication,10798,5994,4804,7400,4154,3246,3398,1840,1558
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Memorization/ Focus,13422,7087,6335,9241,4892,4349,4181,2195,1986
BAHAWALNAGAR,BAHAWALNAGAR,TEHSIL,Self care etc,10053,5086,4967,6735,3422,3313,3318,1664,1654
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Population,843342,437489,405853,614192,318950,295242,229150,118539,110611
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Disability,36619,19724,16895,25637,13983,11654,10982,5741,5241
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Functional limitation,83265,43968,39297,59497,31597,27900,23768,12371,11397
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Seeing,14316,7645,6671,10273,5494,4779,4043,2151,1892
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Hearing,15735,8363,7372,11368,6052,5316,4367,2311,2056
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Walking/ Climbing,29447,15634,13813,21043,11240,9803,8404,4394,4010
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Communication,9983,5484,4499,7008,3878,3130,2975,1606,1369
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Memorization/ Focus,12383,6673,5710,8715,4713,4002,3668,1960,1708
CHISHTIAN,BAHAWALNAGAR,TEHSIL,Self care etc,9551,5085,4466,6757,3663,3094,2794,1422,1372
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Population,509974,266109,243865,375999,195875,180124,133975,70234,63741
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Disability,34357,18012,16345,28798,15159,13639,5559,2853,2706
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Functional limitation,61790,32421,29369,49444,25988,23456,12346,6433,5913
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Seeing,10669,5678,4991,8521,4596,3925,2148,1082,1066
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Hearing,11951,6555,5396,9658,5287,4371,2293,1268,1025
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Walking/ Climbing,17237,9140,8097,13486,7121,6365,3751,2019,1732
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Communication,9067,4743,4324,6926,3553,3373,2141,1190,951
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Memorization/ Focus,10354,5507,4847,8309,4390,3919,2045,1117,928
FORT ABBAS,BAHAWALNAGAR,TEHSIL,Self care etc,7886,4024,3862,6283,3344,2939,1603,680,923
HAROONABAD,BAHAWALNAGAR,TEHSIL,Population,614987,317641,297346,403740,208195,195545,211247,109446,101801
HAROONABAD,BAHAWALNAGAR,TEHSIL,Disability,20384,10370,10014,13984,7131,6853,6400,3239,3161
HAROONABAD,BAHAWALNAGAR,TEHSIL,Functional limitation,56616,29043,27573,38256,19566,18690,18360,9477,8883
HAROONABAD,BAHAWALNAGAR,TEHSIL,Seeing,10045,5254,4791,6753,3504,3249,3292,1750,1542
HAROONABAD,BAHAWALNAGAR,TEHSIL,Hearing,11446,5933,5513,7805,4014,3791,3641,1919,1722
HAROONABAD,BAHAWALNAGAR,TEHSIL,Walking/ Climbing,19916,10412,9504,13494,7035,6459,6422,3377,3045
HAROONABAD,BAHAWALNAGAR,TEHSIL,Communication,6669,3624,3045,4547,2453,2094,2122,1171,951
HAROONABAD,BAHAWALNAGAR,TEHSIL,Memorization/ Focus,8902,4577,4325,5933,3093,2840,2969,1484,1485
HAROONABAD,BAHAWALNAGAR,TEHSIL,Self care etc,6349,3116,3233,4356,2102,2254,1993,1014,979
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Population,603125,314111,289014,484889,252757,232132,118236,61354,56882
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Disability,18214,9570,8644,14905,7872,7033,3309,1698,1611
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Functional limitation,49540,25892,23648,40219,21058,19161,9321,4834,4487
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Seeing,10002,5231,4771,8184,4278,3906,1818,953,865
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Hearing,10445,5337,5108,8490,4380,4110,1955,957,998
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Walking/ Climbing,17253,9226,8027,13896,7424,6472,3357,1802,1555
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Communication,5989,3416,2573,4905,2833,2072,1084,583,501
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Memorization/ Focus,7502,4107,3395,6091,3344,2747,1411,763,648
MINCHINABAD,BAHAWALNAGAR,TEHSIL,Self care etc,5084,2575,2509,4141,2102,2039,943,473,470
BAHAWALPUR,BAHAWALPUR,DISTRICT,Population,4264457,2165627,2098830,2662487,1350283,1312204,1601970,815344,786626
BAHAWALPUR,BAHAWALPUR,DISTRICT,Disability,157181,93363,63818,105071,61916,43155,52110,31447,20663
BAHAWALPUR,BAHAWALPUR,DISTRICT,Functional limitation,356787,200913,155874,228708,128111,100597,128079,72802,55277
BAHAWALPUR,BAHAWALPUR,DISTRICT,Seeing,64455,35869,28586,41152,22856,18296,23303,13013,10290
BAHAWALPUR,BAHAWALPUR,DISTRICT,Hearing,71063,39437,31626,45315,25081,20234,25748,14356,11392
BAHAWALPUR,BAHAWALPUR,DISTRICT,Walking/ Climbing,119861,68642,51219,75441,42773,32668,44420,25869,18551
BAHAWALPUR,BAHAWALPUR,DISTRICT,Communication,45760,26380,19380,29842,17075,12767,15918,9305,6613
BAHAWALPUR,BAHAWALPUR,DISTRICT,Memorization/ Focus,57082,32213,24869,37249,20938,16311,19833,11275,8558
BAHAWALPUR,BAHAWALPUR,DISTRICT,Self care etc,41482,23364,18118,26929,15217,11712,14553,8147,6406
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Population,1307408,666086,641322,958833,488307,470526,348575,177779,170796
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Disability,39002,23131,15871,27705,16396,11309,11297,6735,4562
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Functional limitation,94134,52223,41911,67685,37398,30287,26449,14825,11624
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Seeing,17539,9570,7969,12591,6837,5754,4948,2733,2215
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Hearing,19052,10351,8701,13788,7448,6340,5264,2903,2361
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Walking/ Climbing,34066,19517,14549,24565,14055,10510,9501,5462,4039
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Communication,11818,6714,5104,8473,4805,3668,3345,1909,1436
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Memorization/ Focus,14992,8325,6667,10739,5926,4813,4253,2399,1854
AHMADPUR EAST,BAHAWALPUR,TEHSIL,Self care etc,10190,5644,4546,7223,3982,3241,2967,1662,1305
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Population,813422,414129,399293,,,,813422,414129,399293
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Disability,24753,15287,9466,,,,24753,15287,9466
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Functional limitation,63999,36799,27200,,,,63999,36799,27200
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Seeing,11410,6409,5001,,,,11410,6409,5001
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Hearing,12762,7141,5621,,,,12762,7141,5621
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Walking/ Climbing,22425,13160,9265,,,,22425,13160,9265
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Communication,7585,4486,3099,,,,7585,4486,3099
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Memorization/ Focus,9857,5637,4220,,,,9857,5637,4220
BAHAWALPUR CITY,BAHAWALPUR,TEHSIL,Self care etc,7135,4159,2976,,,,7135,4159,2976
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Population,661543,338636,322907,524996,266896,258100,136547,71740,64807
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Disability,21589,12664,8925,18685,10869,7816,2904,1795,1109
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Functional limitation,51159,28613,22546,42468,23537,18931,8691,5076,3615
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Seeing,9299,5103,4196,7677,4181,3496,1622,922,700
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Hearing,10230,5651,4579,8434,4623,3811,1796,1028,768
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Walking/ Climbing,17635,10232,7403,14645,8407,6238,2990,1825,1165
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Communication,7048,3677,3371,5878,3091,2787,1170,586,584
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Memorization/ Focus,9065,5002,4063,7689,4214,3475,1376,788,588
BAHAWALPUR SADDAR,BAHAWALPUR,TEHSIL,Self care etc,5601,3355,2246,4622,2721,1901,979,634,345
HASILPUR,BAHAWALPUR,TEHSIL,Population,506604,253471,253133,310921,155627,155294,195683,97844,97839
HASILPUR,BAHAWALPUR,TEHSIL,Disability,23303,13713,9590,14355,8502,5853,8948,5211,3737
HASILPUR,BAHAWALPUR,TEHSIL,Functional limitation,50877,28522,22355,31646,17814,13832,19231,10708,8523
HASILPUR,BAHAWALPUR,TEHSIL,Seeing,8105,4593,3512,4860,2770,2090,3245,1823,1422
HASILPUR,BAHAWALPUR,TEHSIL,Hearing,10009,5858,4151,6181,3607,2574,3828,2251,1577
HASILPUR,BAHAWALPUR,TEHSIL,Walking/ Climbing,16860,9530,7330,10337,5750,4587,6523,3780,2743
HASILPUR,BAHAWALPUR,TEHSIL,Communication,6450,3777,2673,4195,2462,1733,2255,1315,940
HASILPUR,BAHAWALPUR,TEHSIL,Memorization/ Focus,7959,4515,3444,5038,2882,2156,2921,1633,1288
HASILPUR,BAHAWALPUR,TEHSIL,Self care etc,6885,3535,3350,4233,2308,1925,2652,1227,1425
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Population,288741,145789,142952,241592,122067,119525,47149,23722,23427
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Disability,25961,14561,11400,23368,13138,10230,2593,1423,1170
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Functional limitation,40368,22320,18048,35367,19601,15766,5001,2719,2282
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Seeing,8384,4766,3618,7227,4154,3073,1157,612,545
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Hearing,8067,4309,3758,6940,3814,3126,1127,495,632
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Walking/ Climbing,9451,4876,4575,8110,4166,3944,1341,710,631
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Communication,5938,3497,2441,4979,2831,2148,959,666,293
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Memorization/ Focus,6767,3844,2923,6166,3512,2654,601,332,269
KHAIRPUR TAMEWALI,BAHAWALPUR,TEHSIL,Self care etc,5284,2954,2330,4945,2762,2183,339,192,147
YAZMAN,BAHAWALPUR,TEHSIL,Population,686739,347516,339223,626145,317386,308759,60594,30130,30464
YAZMAN,BAHAWALPUR,TEHSIL,Disability,22573,14007,8566,20958,13011,7947,1615,996,619
YAZMAN,BAHAWALPUR,TEHSIL,Functional limitation,56250,32436,23814,51542,29761,21781,4708,2675,2033
YAZMAN,BAHAWALPUR,TEHSIL,Seeing,9718,5428,4290,8797,4914,3883,921,514,407
YAZMAN,BAHAWALPUR,TEHSIL,Hearing,10943,6127,4816,9972,5589,4383,971,538,433
YAZMAN,BAHAWALPUR,TEHSIL,Walking/ Climbing,19424,11327,8097,17784,10395,7389,1640,932,708
YAZMAN,BAHAWALPUR,TEHSIL,Communication,6921,4229,2692,6317,3886,2431,604,343,261
YAZMAN,BAHAWALPUR,TEHSIL,Memorization/ Focus,8442,4890,3552,7617,4404,3213,825,486,339
YAZMAN,BAHAWALPUR,TEHSIL,Self care etc,6387,3717,2670,5906,3444,2462,481,273,208
BHAKKAR,BHAKKAR,DISTRICT,Population,1956971,1016201,940770,1604680,833069,771611,352291,183132,169159
BHAKKAR,BHAKKAR,DISTRICT,Disability,94200,52206,41994,77428,43082,34346,16772,9124,7648
BHAKKAR,BHAKKAR,DISTRICT,Functional limitation,237416,136155,101261,193827,111392,82435,43589,24763,18826
BHAKKAR,BHAKKAR,DISTRICT,Seeing,43351,24788,18563,35628,20362,15266,7723,4426,3297
BHAKKAR,BHAKKAR,DISTRICT,Hearing,46889,27225,19664,38318,22310,16008,8571,4915,3656
BHAKKAR,BHAKKAR,DISTRICT,Walking/ Climbing,79615,45306,34309,65145,37176,27969,14470,8130,6340
BHAKKAR,BHAKKAR,DISTRICT,Communication,27726,16158,11568,22403,13112,9291,5323,3046,2277
BHAKKAR,BHAKKAR,DISTRICT,Memorization/ Focus,36429,21030,15399,29395,16976,12419,7034,4054,2980
BHAKKAR,BHAKKAR,DISTRICT,Self care etc,26930,15273,11657,22092,12496,9596,4838,2777,2061
BHAKKAR,BHAKKAR,TEHSIL,Population,809649,421228,388421,650306,338068,312238,159343,83160,76183
BHAKKAR,BHAKKAR,TEHSIL,Disability,32564,18378,14186,25072,14226,10846,7492,4152,3340
BHAKKAR,BHAKKAR,TEHSIL,Functional limitation,90732,52542,38190,70944,41166,29778,19788,11376,8412
BHAKKAR,BHAKKAR,TEHSIL,Seeing,16132,9341,6791,12716,7364,5352,3416,1977,1439
BHAKKAR,BHAKKAR,TEHSIL,Hearing,17928,10516,7412,14057,8219,5838,3871,2297,1574
BHAKKAR,BHAKKAR,TEHSIL,Walking/ Climbing,31648,18248,13400,24897,14392,10505,6751,3856,2895
BHAKKAR,BHAKKAR,TEHSIL,Communication,10243,5994,4249,7870,4653,3217,2373,1341,1032
BHAKKAR,BHAKKAR,TEHSIL,Memorization/ Focus,13377,7816,5561,10546,6153,4393,2831,1663,1168
BHAKKAR,BHAKKAR,TEHSIL,Self care etc,10049,5782,4267,7781,4483,3298,2268,1299,969
DARYA KHAN,BHAKKAR,TEHSIL,Population,421233,218514,202719,327385,170081,157304,93848,48433,45415
DARYA KHAN,BHAKKAR,TEHSIL,Disability,19948,10958,8990,15884,8813,7071,4064,2145,1919
DARYA KHAN,BHAKKAR,TEHSIL,Functional limitation,51334,29248,22086,40281,23071,17210,11053,6177,4876
DARYA KHAN,BHAKKAR,TEHSIL,Seeing,9203,5234,3969,7086,4051,3035,2117,1183,934
DARYA KHAN,BHAKKAR,TEHSIL,Hearing,9875,5719,4156,7711,4477,3234,2164,1242,922
DARYA KHAN,BHAKKAR,TEHSIL,Walking/ Climbing,17680,9986,7694,13996,7945,6051,3684,2041,1643
DARYA KHAN,BHAKKAR,TEHSIL,Communication,5541,3234,2307,4327,2542,1785,1214,692,522
DARYA KHAN,BHAKKAR,TEHSIL,Memorization/ Focus,8107,4624,3483,6057,3509,2548,2050,1115,935
DARYA KHAN,BHAKKAR,TEHSIL,Self care etc,5881,3251,2630,4774,2637,2137,1107,614,493
KALUR KOT,BHAKKAR,TEHSIL,Population,415546,215127,200419,359947,186431,173516,55599,28696,26903
KALUR KOT,BHAKKAR,TEHSIL,Disability,21356,11864,9492,19002,10608,8394,2354,1256,1098
KALUR KOT,BHAKKAR,TEHSIL,Functional limitation,51561,29427,22134,45011,25750,19261,6550,3677,2873
KALUR KOT,BHAKKAR,TEHSIL,Seeing,9539,5402,4137,8375,4721,3654,1164,681,483
KALUR KOT,BHAKKAR,TEHSIL,Hearing,10150,5851,4299,8893,5157,3736,1257,694,563
KALUR KOT,BHAKKAR,TEHSIL,Walking/ Climbing,17511,9817,7694,15116,8544,6572,2395,1273,1122
KALUR KOT,BHAKKAR,TEHSIL,Communication,6395,3742,2653,5799,3389,2410,596,353,243
KALUR KOT,BHAKKAR,TEHSIL,Memorization/ Focus,7774,4492,3282,6883,3984,2899,891,508,383
KALUR KOT,BHAKKAR,TEHSIL,Self care etc,5443,3070,2373,4706,2628,2078,737,442,295
MANKERA,BHAKKAR,TEHSIL,Population,310543,161332,149211,267042,138489,128553,43501,22843,20658
MANKERA,BHAKKAR,TEHSIL,Disability,20332,11006,9326,17470,9435,8035,2862,1571,1291
MANKERA,BHAKKAR,TEHSIL,Functional limitation,43789,24938,18851,37591,21405,16186,6198,3533,2665
MANKERA,BHAKKAR,TEHSIL,Seeing,8477,4811,3666,7451,4226,3225,1026,585,441
MANKERA,BHAKKAR,TEHSIL,Hearing,8936,5139,3797,7657,4457,3200,1279,682,597
MANKERA,BHAKKAR,TEHSIL,Walking/ Climbing,12776,7255,5521,11136,6295,4841,1640,960,680
MANKERA,BHAKKAR,TEHSIL,Communication,5547,3188,2359,4407,2528,1879,1140,660,480
MANKERA,BHAKKAR,TEHSIL,Memorization/ Focus,7171,4098,3073,5909,3330,2579,1262,768,494
