name_admin_unit,part_of_district,admin_unit,region,households,toilet_separate,toilet_flush,toilet_non_flush,toilet_none,washroom_separate,washroom_none
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,RURAL,2199,600,92,574,1533,1018,807
ZIMRI PLASEEN,MUSAKHEL,SUB-TEHSIL,URBAN,,,,,,,
NASIRABAD,NASIRABAD,DISTRICT,OVERALL,87516,32241,26788,25498,35230,31147,36804
NASIRABAD,NASIRABAD,DISTRICT,RURAL,73243,25078,16261,22239,34743,24360,35737
NASIRABAD,NASIRABAD,DISTRICT,URBAN,14273,7163,10527,3259,487,6787,1067
BABA KOT,NASIRABAD,TEHSIL,OVERALL,8675,3215,1344,2428,4903,3316,4790
BABA KOT,NASIRABAD,TEHSIL,RURAL,8675,3215,1344,2428,4903,3316,4790
BABA KOT,NASIRABAD,TEHSIL,URBAN,,,,,,,
CHATTAR,NASIRABAD,SUB-DIVISION,OVERALL,5932,3262,1232,2754,1946,3824,1396
CHATTAR,NASIRABAD,SUB-DIVISION,RURAL,5932,3262,1232,2754,1946,3824,1396
CHATTAR,NASIRABAD,SUB-DIVISION,URBAN,,,,,,,
DERA MURAD JAMALI,NASIRABAD,SUB-DIVISION,OVERALL,39493,14758,17381,12494,9618,13644,11029
DERA MURAD JAMALI,NASIRABAD,SUB-DIVISION,RURAL,25220,7595,6854,9235,9131,6857,9962
DERA MURAD JAMALI,NASIRABAD,SUB-DIVISION,URBAN,14273,7163,10527,3259,487,6787,1067
LANDHI,NASIRABAD,TEHSIL,OVERALL,1516,222,7,386,1123,270,1049
LANDHI,NASIRABAD,TEHSIL,RURAL,1516,222,7,386,1123,270,1049
LANDHI,NASIRABAD,TEHSIL,URBAN,,,,,,,
MIR HASSAN KHOSA,NASIRABAD,TEHSIL,OVERALL,8266,1479,1366,934,5966,1422,6046
MIR HASSAN KHOSA,NASIRABAD,TEHSIL,RURAL,8266,1479,1366,934,5966,1422,6046
MIR HASSAN KHOSA,NASIRABAD,TEHSIL,URBAN,,,,,,,
TAMBOO,NASIRABAD,TEHSIL,OVERALL,23634,9305,5458,6502,11674,8671,12494
TAMBOO,NASIRABAD,TEHSIL,RURAL,23634,9305,5458,6502,11674,8671,12494
TAMBOO,NASIRABAD,TEHSIL,URBAN,,,,,,,
NUSHKI,NUSHKI,DISTRICT,OVERALL,31255,21602,21714,6623,2918,22972,1204
NUSHKI,NUSHKI,DISTRICT,RURAL,23995,16029,16472,4668,2855,17388,1134
NUSHKI,NUSHKI,DISTRICT,URBAN,7260,5573,5242,1955,63,5584,70
DAK,NUSHKI,SUB-TEHSIL,OVERALL,2787,1766,1289,632,866,2397,123
DAK,NUSHKI,SUB-TEHSIL,RURAL,2787,1766,1289,632,866,2397,123
DAK,NUSHKI,SUB-TEHSIL,URBAN,,,,,,,
NUSHKI,NUSHKI,SUB-DIVISION,OVERALL,28468,19836,20425,5991,2052,20575,1081
NUSHKI,NUSHKI,SUB-DIVISION,RURAL,21208,14263,15183,4036,1989,14991,1011
NUSHKI,NUSHKI,SUB-DIVISION,URBAN,7260,5573,5242,1955,63,5584,70
PANJGUR,PANJGUR,DISTRICT,OVERALL,117089,48341,26316,67419,23354,56592,8018
PANJGUR,PANJGUR,DISTRICT,RURAL,87916,38878,20120,48730,19066,46070,6543
PANJGUR,PANJGUR,DISTRICT,URBAN,29173,9463,6196,18689,4288,10522,1475
GICHK,PANJGUR,SUB-TEHSIL,OVERALL,15625,2668,434,6618,8573,5899,1783
GICHK,PANJGUR,SUB-TEHSIL,RURAL,15625,2668,434,6618,8573,5899,1783
GICHK,PANJGUR,SUB-TEHSIL,URBAN,,,,,,,
GOWARGO,PANJGUR,SUB-DIVISION,OVERALL,9059,5307,1231,5003,2825,6159,979
GOWARGO,PANJGUR,SUB-DIVISION,RURAL,9059,5307,1231,5003,2825,6159,979
GOWARGO,PANJGUR,SUB-DIVISION,URBAN,,,,,,,
JAHEEN PAROME,PANJGUR,TEHSIL,OVERALL,6504,2288,433,4018,2053,2637,1173
JAHEEN PAROME,PANJGUR,TEHSIL,RURAL,6504,2288,433,4018,2053,2637,1173
JAHEEN PAROME,PANJGUR,TEHSIL,URBAN,,,,,,,
KALLAG,PANJGUR,SUB-TEHSIL,OVERALL,7281,2398,1808,3917,1556,3060,311
KALLAG,PANJGUR,SUB-TEHSIL,RURAL,7281,2398,1808,3917,1556,3060,311
KALLAG,PANJGUR,SUB-TEHSIL,URBAN,,,,,,,
PANJGUR,PANJGUR,SUB-DIVISION,OVERALL,78620,35680,22410,47863,8347,38837,3772
PANJGUR,PANJGUR,SUB-DIVISION,RURAL,49447,26217,16214,29174,4059,28315,2297
PANJGUR,PANJGUR,SUB-DIVISION,URBAN,29173,9463,6196,18689,4288,10522,1475
PISHIN,PISHIN,DISTRICT,OVERALL,147185,87300,96120,38384,12681,107483,2956
PISHIN,PISHIN,DISTRICT,RURAL,105247,59497,65264,28713,11270,75827,2263
PISHIN,PISHIN,DISTRICT,URBAN,41938,27803,30856,9671,1411,31656,693
BARSHORE,PISHIN,TEHSIL,OVERALL,20036,6595,7097,6689,6250,13569,825
BARSHORE,PISHIN,TEHSIL,RURAL,20036,6595,7097,6689,6250,13569,825
BARSHORE,PISHIN,TEHSIL,URBAN,,,,,,,
BOSTAN,PISHIN,TEHSIL,OVERALL,9256,5190,7329,1664,263,6115,106
BOSTAN,PISHIN,TEHSIL,RURAL,9256,5190,7329,1664,263,6115,106
BOSTAN,PISHIN,TEHSIL,URBAN,,,,,,,
HURRAM ZAI,PISHIN,SUB-DIVISION,OVERALL,25031,17021,22035,2616,380,19390,127
HURRAM ZAI,PISHIN,SUB-DIVISION,RURAL,19417,12769,17430,1632,355,15050,113
HURRAM ZAI,PISHIN,SUB-DIVISION,URBAN,5614,4252,4605,984,25,4340,14
KAREZAT,PISHIN,SUB-DIVISION,OVERALL,9129,5893,3617,4603,909,6873,295
KAREZAT,PISHIN,SUB-DIVISION,RURAL,2205,1264,442,1215,548,1553,195
KAREZAT,PISHIN,SUB-DIVISION,URBAN,6924,4629,3175,3388,361,5320,100
NANA SAHIB,PISHIN,TEHSIL,OVERALL,7639,3462,3053,2652,1934,5538,146
NANA SAHIB,PISHIN,TEHSIL,RURAL,7639,3462,3053,2652,1934,5538,146
NANA SAHIB,PISHIN,TEHSIL,URBAN,,,,,,,
PISHIN,PISHIN,SUB-DIVISION,OVERALL,64523,41678,45654,16073,2796,47476,1387
PISHIN,PISHIN,SUB-DIVISION,RURAL,43312,28144,28647,12813,1852,31056,863
PISHIN,PISHIN,SUB-DIVISION,URBAN,21211,13534,17007,3260,944,16420,524
SARANAN,PISHIN,TEHSIL,OVERALL,11571,7461,7335,4087,149,8522,70
SARANAN,PISHIN,TEHSIL,RURAL,3382,2073,1266,2048,68,2946,15
SARANAN,PISHIN,TEHSIL,URBAN,8189,5388,6069,2039,81,5576,55
QUETTA,QUETTA,DISTRICT,OVERALL,288459,231816,248887,35752,3820,238560,3811
QUETTA,QUETTA,DISTRICT,RURAL,127338,96369,102480,22574,2284,101021,2436
QUETTA,QUETTA,DISTRICT,URBAN,161121,135447,146407,13178,1536,137539,1375
QUETTA,QUETTA,SUB-DIVISION_CITY,OVERALL,144129,120591,132134,10596,1399,122290,1083
QUETTA,QUETTA,SUB-DIVISION_CITY,RURAL,16382,14069,16100,256,26,14130,39
QUETTA,QUETTA,SUB-DIVISION_CITY,URBAN,127747,106522,116034,10340,1373,108160,1044
KUCHLAK,QUETTA,SUB-DIVISION,OVERALL,37214,28091,30693,6007,514,30303,461
KUCHLAK,QUETTA,SUB-DIVISION,RURAL,30680,22652,24945,5236,499,24651,439
KUCHLAK,QUETTA,SUB-DIVISION,URBAN,6534,5439,5748,771,15,5652,22
SADDAR TEHSIL,QUETTA,SUB-DIVISION,OVERALL,34558,28391,29626,3762,1170,29998,1280
SADDAR TEHSIL,QUETTA,SUB-DIVISION,RURAL,14930,11039,11193,2708,1029,12520,1118
SADDAR TEHSIL,QUETTA,SUB-DIVISION,URBAN,19628,17352,18433,1054,141,17478,162
SARIAB,QUETTA,SUB-DIVISION,OVERALL,69160,53235,54642,13979,539,53917,896
SARIAB,QUETTA,SUB-DIVISION,RURAL,61948,47101,48450,12966,532,47668,749
SARIAB,QUETTA,SUB-DIVISION,URBAN,7212,6134,6192,1013,7,6249,147
PANJPAI,QUETTA,SUB-TEHSIL,OVERALL,3398,1508,1792,1408,198,2052,91
PANJPAI,QUETTA,SUB-TEHSIL,RURAL,3398,1508,1792,1408,198,2052,91
PANJPAI,QUETTA,SUB-TEHSIL,URBAN,,,,,,,
SHERANI,SHERANI,DISTRICT,OVERALL,36100,14538,16154,10009,9937,21911,3040
SHERANI,SHERANI,DISTRICT,RURAL,36100,14538,16154,10009,9937,21911,3040
SHERANI,SHERANI,DISTRICT,URBAN,,,,,,,
SHERANI,SHERANI,SUB-DIVISION,OVERALL,36100,14538,16154,10009,9937,21911,3040
SHERANI,SHERANI,SUB-DIVISION,RURAL,36100,14538,16154,10009,9937,21911,3040
SHERANI,SHERANI,SUB-DIVISION,URBAN,,,,,,,
SIBI,SIBI,DISTRICT,OVERALL,31296,18152,20770,6930,3596,17859,4264
SIBI,SIBI,DISTRICT,RURAL,19771,11195,11080,5598,3093,11145,3368
SIBI,SIBI,DISTRICT,URBAN,11525,6957,9690,1332,503,6714,896
KOT MANDAI,SIBI,SUB-TEHSIL,OVERALL,1275,402,299,390,586,479,560
KOT MANDAI,SIBI,SUB-TEHSIL,RURAL,1275,402,299,390,586,479,560
KOT MANDAI,SIBI,SUB-TEHSIL,URBAN,,,,,,,
LEHRI,SIBI,SUB-DIVISION,OVERALL,7598,4356,4059,2393,1146,4162,1488
LEHRI,SIBI,SUB-DIVISION,RURAL,7598,4356,4059,2393,1146,4162,1488
LEHRI,SIBI,SUB-DIVISION,URBAN,,,,,,,
SANGAN,SIBI,SUB-TEHSIL,OVERALL,382,290,115,260,7,295,6
SANGAN,SIBI,SUB-TEHSIL,RURAL,382,290,115,260,7,295,6
SANGAN,SIBI,SUB-TEHSIL,URBAN,,,,,,,
SIBI,SIBI,SUB-DIVISION,OVERALL,22041,13104,16297,3887,1857,12923,2210
SIBI,SIBI,SUB-DIVISION,RURAL,10516,6147,6607,2555,1354,6209,1314
SIBI,SIBI,SUB-DIVISION,URBAN,11525,6957,9690,1332,503,6714,896
SOHBATPUR,SOHBATPUR,DISTRICT,OVERALL,33734,11284,11301,5522,16911,10181,18883
SOHBATPUR,SOHBATPUR,DISTRICT,RURAL,31941,10271,9763,5370,16808,9502,18254
SOHBATPUR,SOHBATPUR,DISTRICT,URBAN,1793,1013,1538,152,103,679,629
FARIDABAD,SOHBATPUR,TEHSIL,OVERALL,9246,2325,2407,918,5921,2117,6287
FARIDABAD,SOHBATPUR,TEHSIL,RURAL,9246,2325,2407,918,5921,2117,6287
FARIDABAD,SOHBATPUR,TEHSIL,URBAN,,,,,,,
HAIR DIN,SOHBATPUR,TEHSIL,OVERALL,2560,502,1130,253,1177,435,1338
HAIR DIN,SOHBATPUR,TEHSIL,RURAL,2560,502,1130,253,1177,435,1338
HAIR DIN,SOHBATPUR,TEHSIL,URBAN,,,,,,,
MANJHIPUR,SOHBATPUR,TEHSIL,OVERALL,3300,1533,1932,519,849,1247,1370
MANJHIPUR,SOHBATPUR,TEHSIL,RURAL,3300,1533,1932,519,849,1247,1370
MANJHIPUR,SOHBATPUR,TEHSIL,URBAN,,,,,,,
PANHWAR,SOHBATPUR,TEHSIL,OVERALL,7742,2654,1707,1609,4426,2788,4336
PANHWAR,SOHBATPUR,TEHSIL,RURAL,7742,2654,1707,1609,4426,2788,4336
PANHWAR,SOHBATPUR,TEHSIL,URBAN,,,,,,,
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,OVERALL,2486,406,926,38,1522,369,1565
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,RURAL,2486,406,926,38,1522,369,1565
SAEED MUHAMMAD KANRANI,SOHBATPUR,TEHSIL,URBAN,,,,,,,
SOHBATPUR,SOHBATPUR,SUB-DIVISION,OVERALL,8400,3864,3199,2185,3016,3225,3987
SOHBATPUR,SOHBATPUR,SUB-DIVISION,RURAL,6607,2851,1661,2033,2913,2546,3358
SOHBATPUR,SOHBATPUR,SUB-DIVISION,URBAN,1793,1013,1538,152,103,679,629
SURAB,SURAB,DISTRICT,OVERALL,51227,24066,25206,17324,8697,28762,3442
SURAB,SURAB,DISTRICT,RURAL,45045,19882,20715,15698,8632,24498,3370
SURAB,SURAB,DISTRICT,URBAN,6182,4184,4491,1626,65,4264,72
DASHT E GORAN,SURAB,SUB-DIVISION,OVERALL,3291,1932,1193,1061,1037,2423,319
DASHT E GORAN,SURAB,SUB-DIVISION,RURAL,3291,1932,1193,1061,1037,2423,319
DASHT E GORAN,SURAB,SUB-DIVISION,URBAN,,,,,,,
GIDDER,SURAB,SUB-DIVISION,OVERALL,19417,8039,7519,8423,3475,10486,912
GIDDER,SURAB,SUB-DIVISION,RURAL,19417,8039,7519,8423,3475,10486,912
GIDDER,SURAB,SUB-DIVISION,URBAN,,,,,,,
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,OVERALL,13130,4037,7271,3334,2525,4712,1509
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,RURAL,13130,4037,7271,3334,2525,4712,1509
SHAHEED MEHARABAD ZEHRI,SURAB,SUB-DIVISION,URBAN,,,,,,,
SURAB,SURAB,SUB-DIVISION,OVERALL,15389,10058,9223,4506,1660,11141,702
SURAB,SURAB,SUB-DIVISION,RURAL,9207,5874,4732,2880,1595,6877,630
SURAB,SURAB,SUB-DIVISION,URBAN,6182,4184,4491,1626,65,4264,72
WASHUK,WASHUK,DISTRICT,OVERALL,49049,21647,14053,13993,21003,32562,7399
WASHUK,WASHUK,DISTRICT,RURAL,41953,19584,11875,12225,17853,29707,5493
WASHUK,WASHUK,DISTRICT,URBAN,7096,2063,2178,1768,3150,2855,1906
BESIMA,WASHUK,SUB-DIVISION,OVERALL,10555,5030,2410,3459,4686,7397,1616
BESIMA,WASHUK,SUB-DIVISION,RURAL,10555,5030,2410,3459,4686,7397,1616
BESIMA,WASHUK,SUB-DIVISION,URBAN,,,,,,,
MASHKHEL,WASHUK,SUB-DIVISION,OVERALL,12916,7571,6098,3583,3235,9250,1160
MASHKHEL,WASHUK,SUB-DIVISION,RURAL,12916,7571,6098,3583,3235,9250,1160
MASHKHEL,WASHUK,SUB-DIVISION,URBAN,,,,,,,
NAG,WASHUK,SUB-TEHSIL,OVERALL,9707,3058,2128,2111,5468,6004,1582
NAG,WASHUK,SUB-TEHSIL,RURAL,9707,3058,2128,2111,5468,6004,1582
NAG,WASHUK,SUB-TEHSIL,URBAN,,,,,,,
SHAHOO GARHI,WASHUK,SUB-TEHSIL,OVERALL,6208,3008,985,2363,2860,5497,270
SHAHOO GARHI,WASHUK,SUB-TEHSIL,RURAL,6208,3008,985,2363,2860,5497,270
SHAHOO GARHI,WASHUK,SUB-TEHSIL,URBAN,,,,,,,
WASHUK,WASHUK,SUB-DIVISION,OVERALL,9663,2980,2432,2477,4754,4414,2771
WASHUK,WASHUK,SUB-DIVISION,RURAL,2567,917,254,709,1604,1559,865
WASHUK,WASHUK,SUB-DIVISION,URBAN,7096,2063,2178,1768,3150,2855,1906
ZHOB,ZHOB,DISTRICT,OVERALL,47901,19023,22657,7679,17565,30521,4398
ZHOB,ZHOB,DISTRICT,RURAL,41474,15115,16389,7551,17534,26316,4315
ZHOB,ZHOB,DISTRICT,URBAN,6427,3908,6268,128,31,4205,83
ASHWAT,ZHOB,SUB-TEHSIL,OVERALL,2972,198,834,72,2066,1445,278
ASHWAT,ZHOB,SUB-TEHSIL,RURAL,2972,198,834,72,2066,1445,278
ASHWAT,ZHOB,SUB-TEHSIL,URBAN,,,,,,,
KAKAR KHURASAN,ZHOB,SUB-DIVISION,OVERALL,2739,279,224,112,2403,1993,171
KAKAR KHURASAN,ZHOB,SUB-DIVISION,RURAL,2739,279,224,112,2403,1993,171
KAKAR KHURASAN,ZHOB,SUB-DIVISION,URBAN,,,,,,,
KASHATOO,ZHOB,SUB-TEHSIL,OVERALL,783,34,85,4,694,154,387
KASHATOO,ZHOB,SUB-TEHSIL,RURAL,783,34,85,4,694,154,387
KASHATOO,ZHOB,SUB-TEHSIL,URBAN,,,,,,,
SAMBAZA,ZHOB,SUB-TEHSIL,OVERALL,2532,834,592,433,1507,1543,711
SAMBAZA,ZHOB,SUB-TEHSIL,RURAL,2532,834,592,433,1507,1543,711
SAMBAZA,ZHOB,SUB-TEHSIL,URBAN,,,,,,,
ZHOB,ZHOB,SUB-DIVISION,OVERALL,38875,17678,20922,7058,10895,25386,2851
ZHOB,ZHOB,SUB-DIVISION,RURAL,32448,13770,14654,6930,10864,21181,2768
ZHOB,ZHOB,SUB-DIVISION,URBAN,6427,3908,6268,128,31,4205,83
ZIARAT,ZIARAT,DISTRICT,OVERALL,22894,8745,11092,2498,9304,15453,1916
ZIARAT,ZIARAT,DISTRICT,RURAL,17299,6463,8165,1454,7680,11862,1392
ZIARAT,ZIARAT,DISTRICT,URBAN,5595,2282,2927,1044,1624,3591,524
SINJAWI,ZIARAT,SUB-DIVISION,OVERALL,12073,2990,3385,1363,7325,8026,1604
SINJAWI,ZIARAT,SUB-DIVISION,RURAL,7157,910,1078,344,5735,4655,1111
SINJAWI,ZIARAT,SUB-DIVISION,URBAN,4916,2080,2307,1019,1590,3371,493
ZIARAT,ZIARAT,SUB-DIVISION,OVERALL,10821,5755,7707,1135,1979,7427,312
ZIARAT,ZIARAT,SUB-DIVISION,RURAL,10142,5553,7087,1110,1945,7207,281
ZIARAT,ZIARAT,SUB-DIVISION,URBAN,679,202,620,25,34,220,31
